source_line	original	nomi_ru	nomi_uz	review_reason
193	ADVIL (IBUPROFEN 200MG) TAB 360	ADVIL (IBUPROFEN 200MG) TAB 360	ADVIL (IBUPROFEN 200MG) TAB 360	brand_spelling_not_verified
194	ALIVE BEAUTY SUPPORT ТАБ №60	ALIVE BEAUTY SUPPORT таблетки №60	ALIVE BEAUTY SUPPORT tabletka №60	brand_spelling_not_verified
195	AMORE BABY-2 MINI №22	AMORE BABY-2 MINI №22	AMORE BABY-2 MINI №22	brand_spelling_not_verified
196	APPLE CIDER VINEGAR 1,200MG CAPS №120	APPLE CIDER VINEGAR 1,200MG CAPS №120	APPLE CIDER VINEGAR 1,200MG CAPS №120	brand_spelling_not_verified
197	APPLE CIDER VINEGAR GUMMIES №120	APPLE CIDER VINEGAR GUMMIES №120	APPLE CIDER VINEGAR GUMMIES №120	brand_spelling_not_verified
198	AROMATIC DEEP NUTRITION BODY BUTTER KIWI & MANGO (TESTER)853	AROMATIC DEEP NUTRITION BODY BUTTER KIWI & MANGO (TESTER)853	AROMATIC DEEP NUTRITION BODY BUTTER KIWI & MANGO (TESTER)853	brand_spelling_not_verified
199	AROMATIC DEEP NUTRITION BODY BUTTER MILK & HONEY(TESTER) 854	AROMATIC DEEP NUTRITION BODY BUTTER MILK & HONEY(TESTER) 854	AROMATIC DEEP NUTRITION BODY BUTTER MILK & HONEY(TESTER) 854	brand_spelling_not_verified
200	AROMATIC DEEP NUTRITION BODY BUTTER OCEAN(TESTER) 852	AROMATIC DEEP NUTRITION BODY BUTTER OCEAN(TESTER) 852	AROMATIC DEEP NUTRITION BODY BUTTER OCEAN(TESTER) 852	brand_spelling_not_verified
201	ARTICHOKE PREMIUM EXTRACT CAPS №60	ARTICHOKE PREMIUM EXTRACT CAPS №60	ARTICHOKE PREMIUM EXTRACT CAPS №60	brand_spelling_not_verified
202	BEAUTY ELIXIR CALMIN 15ML	BEAUTY ELIXIR CALMIN 15ML	BEAUTY ELIXIR CALMIN 15ML	brand_spelling_not_verified
203	BEAUTY ELIXIR CALMING 50ML	BEAUTY ELIXIR CALMING 50ML	BEAUTY ELIXIR CALMING 50ML	brand_spelling_not_verified
204	BEAUTY ELIXIR MATTIFYING 50ML	BEAUTY ELIXIR MATTIFYING 50ML	BEAUTY ELIXIR MATTIFYING 50ML	brand_spelling_not_verified
205	BRIGHTING & FIRMING CREAM BODY NECK DECOLLETE 895	BRIGHTING & FIRMING CREAM BODY NECK DECOLLETE 895	BRIGHTING & FIRMING CREAM BODY NECK DECOLLETE 895	brand_spelling_not_verified
206	CHOLINE 500MG TAB №100	CHOLINE 500MG TAB №100	CHOLINE 500MG TAB №100	brand_spelling_not_verified
207	CHOLINE-INOSITOL 1,000 MG CAPS №100	CHOLINE-INOSITOL 1,000 MG CAPS №100	CHOLINE-INOSITOL 1,000 MG CAPS №100	brand_spelling_not_verified
208	CITRACAL CALCIUM SUPPLEMENT-D3 MAXIMUM PLUS CAPLETS №280	CITRACAL CALCIUM SUPPLEMENT-D3 MAXIMUM PLUS CAPLETS №280	CITRACAL CALCIUM SUPPLEMENT-D3 MAXIMUM PLUS CAPLETS №280	brand_spelling_not_verified
209	CLEANCING GENTLE TONER 390 МЛ	CLEANCING GENTLE TONER 390 мл	CLEANCING GENTLE TONER 390 ml	brand_spelling_not_verified
210	CLEANSING SCALP BRUSH	CLEANSING SCALP BRUSH	CLEANSING SCALP BRUSH	brand_spelling_not_verified
211	COLD-MIX КАПЛИ 10МЛ	COLD-MIX капли 10 мл	COLD-MIX tomchi 10 ml	brand_spelling_not_verified
212	DEONICA АНТИПЕРСПИРАНТ FOR MEN АКТИВНАЯ ЗАЩИТА 200МЛ	DEONICA Антиперспирант FOR MEN Активная Защита 200 мл	DEONICA Antiperspirant FOR MEN Aktivnaya Zashchita 200 ml	brand_spelling_not_verified
213	DR.FORHAIR ABSOLUTE SILK OIL ESSENCE 100МЛ	DR.FORHAIR ABSOLUTE SILK OIL ESSENCE 100 мл	DR.FORHAIR ABSOLUTE SILK OIL ESSENCE 100 ml	brand_spelling_not_verified
214	DR.FORHAIR ABSOLUTE SILK SHAMPOO 500МЛ	DR.FORHAIR ABSOLUTE SILK SHAMPOO 500 мл	DR.FORHAIR ABSOLUTE SILK SHAMPOO 500 ml	brand_spelling_not_verified
215	DR.FORHAIR ABSOLUTE SILK TREATMENT 500МЛ	DR.FORHAIR ABSOLUTE SILK TREATMENT 500 мл	DR.FORHAIR ABSOLUTE SILK TREATMENT 500 ml	brand_spelling_not_verified
216	DR.FORHAIR FOLLIGEN EASY SWAB + FOLLIGEN STYLING SERUM №5	DR.FORHAIR FOLLIGEN EASY SWAB + FOLLIGEN STYLING SERUM №5	DR.FORHAIR FOLLIGEN EASY SWAB + FOLLIGEN STYLING SERUM №5	brand_spelling_not_verified
217	DR.FORHAIR FOLLIGEN SCALP REFRESHING SPRAY 150МЛ	DR.FORHAIR FOLLIGEN SCALP REFRESHING SPRAY 150 мл	DR.FORHAIR FOLLIGEN SCALP REFRESHING SPRAY 150 ml	brand_spelling_not_verified
218	DR.FORHAIR FOLLIGEN SCALP VITAL AMPOULE 15МЛ	DR.FORHAIR FOLLIGEN SCALP VITAL AMPOULE 15 мл	DR.FORHAIR FOLLIGEN SCALP VITAL AMPOULE 15 ml	brand_spelling_not_verified
219	DR.FORHAIR FOLLIGEN SHAMPOO 100МЛ	DR.FORHAIR FOLLIGEN SHAMPOO 100 мл	DR.FORHAIR FOLLIGEN SHAMPOO 100 ml	brand_spelling_not_verified
220	DR.FORHAIR FOLLIGEN SHAMPOO 10МЛ	DR.FORHAIR FOLLIGEN SHAMPOO 10 мл	DR.FORHAIR FOLLIGEN SHAMPOO 10 ml	brand_spelling_not_verified
221	DR.FORHAIR FOLLIGEN SHAMPOO 300МЛ	DR.FORHAIR FOLLIGEN SHAMPOO 300 мл	DR.FORHAIR FOLLIGEN SHAMPOO 300 ml	brand_spelling_not_verified
222	DR.FORHAIR FOLLIGEN SHAMPOO 500МЛ	DR.FORHAIR FOLLIGEN SHAMPOO 500 мл	DR.FORHAIR FOLLIGEN SHAMPOO 500 ml	brand_spelling_not_verified
223	DR.FORHAIR FOLLIGEN SHAMPOO 6МЛ №4	DR.FORHAIR FOLLIGEN SHAMPOO 6 мл №4	DR.FORHAIR FOLLIGEN SHAMPOO 6 ml №4	brand_spelling_not_verified
224	DR.FORHAIR FOLLIGEN STARTER KIT	DR.FORHAIR FOLLIGEN STARTER KIT	DR.FORHAIR FOLLIGEN STARTER KIT	brand_spelling_not_verified
225	DR.FORHAIR FOLLIGEN TONIC 120МЛ	DR.FORHAIR FOLLIGEN TONIC 120 мл	DR.FORHAIR FOLLIGEN TONIC 120 ml	brand_spelling_not_verified
226	DR.FORHAIR KAOLIN SCALP PACK 120МЛ	DR.FORHAIR KAOLIN SCALP PACK 120 мл	DR.FORHAIR KAOLIN SCALP PACK 120 ml	brand_spelling_not_verified
227	DR.FORHAIR PHYTO THERAPY SHAMPOO 300МЛ	DR.FORHAIR PHYTO THERAPY SHAMPOO 300 мл	DR.FORHAIR PHYTO THERAPY SHAMPOO 300 ml	brand_spelling_not_verified
228	DR.FORHAIR PHYTO THERAPY SHAMPOO 500МЛ	DR.FORHAIR PHYTO THERAPY SHAMPOO 500 мл	DR.FORHAIR PHYTO THERAPY SHAMPOO 500 ml	brand_spelling_not_verified
229	DR.FORHAIR PHYTO THERAPY STARTER KIT	DR.FORHAIR PHYTO THERAPY STARTER KIT	DR.FORHAIR PHYTO THERAPY STARTER KIT	brand_spelling_not_verified
230	DR.FORHAIR PHYTO THERAPY TREATMENT 10МЛ	DR.FORHAIR PHYTO THERAPY TREATMENT 10 мл	DR.FORHAIR PHYTO THERAPY TREATMENT 10 ml	brand_spelling_not_verified
231	DR.FORHAIR PHYTO THERAPY TREATMENT 500МЛ	DR.FORHAIR PHYTO THERAPY TREATMENT 500 мл	DR.FORHAIR PHYTO THERAPY TREATMENT 500 ml	brand_spelling_not_verified
232	DR.FORHAIR PLANT STEMCELL AMPOULE 8МЛ №10	DR.FORHAIR PLANT STEMCELL AMPOULE 8 мл №10	DR.FORHAIR PLANT STEMCELL AMPOULE 8 ml №10	brand_spelling_not_verified
233	DR.FORHAIR SEA SALT SCALER 200МЛ	DR.FORHAIR SEA SALT SCALER 200 мл	DR.FORHAIR SEA SALT SCALER 200 ml	brand_spelling_not_verified
234	DR.FORHAIR SEBUM CONTROL SHAMPOO 300МЛ	DR.FORHAIR SEBUM CONTROL SHAMPOO 300 мл	DR.FORHAIR SEBUM CONTROL SHAMPOO 300 ml	brand_spelling_not_verified
235	DR.FORHAIR SEBUM CONTROL SHAMPOO 500МЛ	DR.FORHAIR SEBUM CONTROL SHAMPOO 500 мл	DR.FORHAIR SEBUM CONTROL SHAMPOO 500 ml	brand_spelling_not_verified
236	DR.FORHAIR SEBUM CONTROL TONIC 100МЛ	DR.FORHAIR SEBUM CONTROL TONIC 100 мл	DR.FORHAIR SEBUM CONTROL TONIC 100 ml	brand_spelling_not_verified
237	DR.FORHAIR НАБОР "FOLLIGEN"	DR.FORHAIR Набор "FOLLIGEN"	DR.FORHAIR Nabor "FOLLIGEN"	brand_spelling_not_verified
238	DR.FORHAIR НАБОР "ТЕРАПЕВТИЧЕСКИЙ"	DR.FORHAIR Набор "Терапевтический"	DR.FORHAIR Nabor "Terapevticheskiy"	brand_spelling_not_verified
239	DR.FORHAIR НАБОР "ФИТНЕСС FOLLIGEN"	DR.FORHAIR Набор "Фитнесс FOLLIGEN"	DR.FORHAIR Nabor "Fitness FOLLIGEN"	brand_spelling_not_verified
240	DR.FORHAIR НАБОР "ФИТНЕСС PHYTO"	DR.FORHAIR Набор "Фитнесс PHYTO"	DR.FORHAIR Nabor "Fitness PHYTO"	brand_spelling_not_verified
241	DR.S BODY CORRECT КРЕМ АНТИЦЕЛЛЮЛИТНЫЙ 150МЛ	DR.S BODY CORRECT крем Антицеллюлитный 150 мл	DR.S BODY CORRECT krem Antitsellyulitniy 150 ml	brand_spelling_not_verified
242	DR.S KERATIN МАСКА ЭЛАСТИЧНОСТЬ И БЛЕСК 300МЛ	DR.S KERATIN маска Эластичность И Блеск 300 мл	DR.S KERATIN niqob Elastichnost I Blesk 300 ml	brand_spelling_not_verified
243	DR.S KERATIN СПРЕЙ ДЛЯ ВОЛОС ЛЕГКОЕ РАСЧЕСЫВАНИЕ 150МЛ	DR.S KERATIN спрей ДЛЯ Волос Легкое Расчесывание 150 мл	DR.S KERATIN sprey Dlya Volos Legkoe Raschesivanie 150 ml	brand_spelling_not_verified
244	DR.S KERATIN ШАМПУНЬ УВЛАЖНЕНИЕ ОБЪЕМ И БЛЕСК 250МЛ	DR.S KERATIN шампунь Увлажнение Объем И Блеск 250 мл	DR.S KERATIN shampun Uvlajnenie Ob’em I Blesk 250 ml	brand_spelling_not_verified
245	DR.S WHITE SKIN КРЕМ ДНЕВНОЙ ОТБЕЛИВАЮЩИЙ 50МЛ	DR.S WHITE SKIN крем Дневной Отбеливающий 50 мл	DR.S WHITE SKIN krem Dnevnoy Otbelivayushchiy 50 ml	brand_spelling_not_verified
246	DR.S WHITE SKIN КРЕМ-АКТИВ НОЧНОЙ ОТБЕЛИВАЮЩИЙ 50МЛ	DR.S WHITE SKIN Крем-актив Ночной Отбеливающий 50 мл	DR.S WHITE SKIN Krem-aktiv Nochnoy Otbelivayushchiy 50 ml	brand_spelling_not_verified
247	DR.S АЛОЭ ВЕРА СПРЕЙ ЗАЩИТА И ВОССТАНОВЛЕНИЕ 150МЛ	DR.S Алоэ Вера спрей Защита И Восстановление 150 мл	DR.S Aloe Vera sprey Zashchita I Vosstanovlenie 150 ml	brand_spelling_not_verified
248	DR.S АЛОЭ ВЕРА СПРЕЙ ЛЕГКОЕ РАСЧЕСЫВАНИЕ 150МЛ	DR.S Алоэ Вера спрей Легкое Расчесывание 150 мл	DR.S Aloe Vera sprey Legkoe Raschesivanie 150 ml	brand_spelling_not_verified
249	DR.S АЛОЭ ВЕРА ШАМПУНЬ ВОССТАНАВЛИВАЮЩИЙ 300МЛ	DR.S Алоэ Вера шампунь Восстанавливающий 300 мл	DR.S Aloe Vera shampun Vosstanavlivayushchiy 300 ml	brand_spelling_not_verified
250	DR.S АЛОЭ ВЕРА ШАМПУНЬ РЕКОНСТРУКЦИЯ 300МЛ	DR.S Алоэ Вера шампунь Реконструкция 300 мл	DR.S Aloe Vera shampun Rekonstruktsiya 300 ml	brand_spelling_not_verified
251	DR.S АЛОЭ ВЕРА ШАМПУНЬ УКРЕПЛЕНИЕ 300МЛ	DR.S Алоэ Вера шампунь Укрепление 300 мл	DR.S Aloe Vera shampun Ukreplenie 300 ml	brand_spelling_not_verified
252	DR.S ГЕЛЬ ДЛЯ УМЫВАНИЯ 200МЛ	DR.S гель ДЛЯ Умывания 200 мл	DR.S gel Dlya Umivaniya 200 ml	brand_spelling_not_verified
253	DR.S КРЕМ ДЛЯ ЛИЦА АКТИВНЫЙ УХОД 50МЛ	DR.S крем ДЛЯ Лица Активный Уход 50 мл	DR.S krem Dlya Litsa Aktivniy Uxod 50 ml	brand_spelling_not_verified
254	DR.S КРЕМ ДЛЯ РУК МАСЛО КОКОСА 50МЛ	DR.S крем ДЛЯ РУК масло Кокоса 50 мл	DR.S krem Dlya Ruk moy Kokosa 50 ml	brand_spelling_not_verified
255	DR.S КРЕМ УВЛАЖНЯЮЩИЙ ДЛЯ ЖИРНОЙ КОЖИ 50МЛ	DR.S крем Увлажняющий ДЛЯ Жирной Кожи 50 мл	DR.S krem Uvlajnyayushchiy Dlya Jirnoy Koji 50 ml	brand_spelling_not_verified
256	DR.S МИЦЕЛЛЯРНЫЙ ГЕЛЬ ДЛЯ УМЫВАНИЯ 200МЛ	DR.S Мицеллярный гель ДЛЯ Умывания 200 мл	DR.S Mitsellyarniy gel Dlya Umivaniya 200 ml	brand_spelling_not_verified
257	DR.S ПЕНКА ДЛЯ УМЫВАНИЯ ЧИСТАЯ КОЖА 150МЛ	DR.S Пенка ДЛЯ Умывания Чистая Кожа 150 мл	DR.S Penka Dlya Umivaniya Chistaya Koja 150 ml	brand_spelling_not_verified
258	DR.S ПЕНКА ОЧИЩАЮЩАЯ ДЛЯ УМЫВАНИЯ МАТИРУЮЩИЙ ЭФФЕКТ 150МЛ	DR.S Пенка Очищающая ДЛЯ Умывания Матирующий Эффект 150 мл	DR.S Penka Ochishchayushchaya Dlya Umivaniya Matiruyushchiy Effekt 150 ml	brand_spelling_not_verified
259	DR.S РЕПЕЙНАЯ СЕРИЯ БАЛЬЗАМ-КОНЦЕНТРАТ 200МЛ	DR.S Репейная Серия Бальзам-концентрат 200 мл	DR.S Repeynaya Seriya Balzam-kontsentrat 200 ml	brand_spelling_not_verified
260	DR.S РЕПЕЙНАЯ СЕРИЯ ШАМПУНЬ 250МЛ	DR.S Репейная Серия шампунь 250 мл	DR.S Repeynaya Seriya shampun 250 ml	brand_spelling_not_verified
261	DRY-DRY DEO ROLL-ON 50МЛ	DRY-DRY DEO ROLL-ON 50 мл	DRY-DRY DEO ROLL-ON 50 ml	brand_spelling_not_verified
262	EP 7 МАСЕЛ МАСЛО Д/ВОЛОС 7 В 1 100МЛ	EP 7 Масел масло для волос 7 В 1 100 мл	EP 7 Masel moy soch uchun 7 V 1 100 ml	unresolved_abbreviation
263	EP 7 МАСЕЛ ШАМПУНЬ 7 В 1 200МЛ	EP 7 Масел шампунь 7 В 1 200 мл	EP 7 Masel shampun 7 V 1 200 ml	brand_spelling_not_verified
264	EP ACNACID КРЕМ ALL-IN-1 50МЛ	EP ACNACID крем ALL-IN-1 50 мл	EP ACNACID krem ALL-IN-1 50 ml	brand_spelling_not_verified
265	EP ACNACID ЛОСЬОН Д/ЛИЦА 150МЛ	EP ACNACID Лосьон для лица 150 мл	EP ACNACID Loson yuz uchun 150 ml	unresolved_abbreviation
266	EP SALON SPA КРЕМ АНТИЦЕЛЛЮЛИТ МОДЕЛИРУЮЩИЙ Д/ТЕЛА 200МЛ	EP SALON SPA крем Антицеллюлит Моделирующий для тела 200 мл	EP SALON SPA krem Antitsellyulit Modeliruyushchiy tana uchun 200 ml	unresolved_abbreviation
267	EP МАСЛО РЕПЕЙНОЕ ПРОТИВ ВЫПАДЕНИЯ ВОЛОС 100МЛ	EP масло Репейное Против Выпадения Волос 100 мл	EP moy Repeynoe Protiv Vipadeniya Volos 100 ml	brand_spelling_not_verified
268	EP ПАНТЕНОЛ АЭРОЗОЛЬ ДЛЯ РЕГЕНЕРАЦИИ КОЖИ МЕНТОЛ 150МЛ	EP Пантенол аэрозоль ДЛЯ Регенерации Кожи Ментол 150 мл	EP Pantenol aerozol Dlya Regeneratsii Koji Mentol 150 ml	brand_spelling_not_verified
269	EP ПАНТЕНОЛ АЭРОЗОЛЬ ДЛЯ РЕГЕНЕРАЦИИ С ВИТАМИННЫМ КОМПЛЕКСОМ 150МЛ	EP Пантенол аэрозоль ДЛЯ Регенерации С Витаминным Комплексом 150 мл	EP Pantenol aerozol Dlya Regeneratsii S Vitaminnim Kompleksom 150 ml	brand_spelling_not_verified
270	EP ПАНТЕНОЛ АЭРОЗОЛЬ ДЛЯ РЕГЕНЕРАЦИИ СОК АЛОЭ 150МЛ	EP Пантенол аэрозоль ДЛЯ Регенерации СОК Алоэ 150 мл	EP Pantenol aerozol Dlya Regeneratsii Sok Aloe 150 ml	brand_spelling_not_verified
271	EP ПАНТЕНОЛ КРЕМ 5% 75МЛ	EP Пантенол крем 5% 75 мл	EP Pantenol krem 5% 75 ml	brand_spelling_not_verified
272	EP ШАМПУНЬ РЕПЕЙНЫЙ ПРОТИВ ВЫПАДЕНИЯ ВОЛОС 200МЛ	EP шампунь Репейный Против Выпадения Волос 200 мл	EP shampun Repeyniy Protiv Vipadeniya Volos 200 ml	brand_spelling_not_verified
273	EQUATE MULTIVITAMIN GUMMIES (WOMEN'S) №300	EQUATE MULTIVITAMIN GUMMIES (WOMEN'S) №300	EQUATE MULTIVITAMIN GUMMIES (WOMEN'S) №300	brand_spelling_not_verified
274	FOOT FOAM "AVOCADO" ПЕНКА ДЛЯ НОГ 125 МЛ	FOOT FOAM "AVOCADO" Пенка ДЛЯ НОГ 125 мл	FOOT FOAM "AVOCADO" Penka Dlya Nog 125 ml	brand_spelling_not_verified
275	GROWING BONES AND MUSCLES GUMMY №60	GROWING BONES AND MUSCLES GUMMY №60	GROWING BONES AND MUSCLES GUMMY №60	brand_spelling_not_verified
276	HAND & NAIL CREAM 75ML/КРЕМ ДЛЯ РУК И НОГТЕЙ   N1	HAND & NAIL CREAM 75ML/крем ДЛЯ РУК И Ногтей N1	HAND & NAIL CREAM 75ML/krem Dlya Ruk I Nogtey N1	brand_spelling_not_verified
277	HORNY GOAT WEED ТАБ №30	HORNY GOAT WEED таблетки №30	HORNY GOAT WEED tabletka №30	brand_spelling_not_verified
278	HUMANA-BENELIFE IMMUNE СИРОП 150МЛ	HUMANA-BENELIFE IMMUNE сироп 150 мл	HUMANA-BENELIFE IMMUNE sirop 150 ml	brand_spelling_not_verified
279	IBUPROFEN 200MG №500	IBUPROFEN 200MG №500	IBUPROFEN 200MG №500	brand_spelling_not_verified
280	INF.MOT. MINERAL DETOX NIGHT CREAM ( TESTER)  807	INF.MOT. MINERAL DETOX NIGHT CREAM ( TESTER) 807	INF.MOT. MINERAL DETOX NIGHT CREAM ( TESTER) 807	brand_spelling_not_verified
281	INF.MOT. MINERAL DETOX NIGHT CREAM 807	INF.MOT. MINERAL DETOX NIGHT CREAM 807	INF.MOT. MINERAL DETOX NIGHT CREAM 807	brand_spelling_not_verified
282	INFI. MOT.MINERAL AQUA PERFECTION FACE MOISTURIZER FOR OILY SKIN  888	INFI. MOT.MINERAL AQUA PERFECTION FACE MOISTURIZER FOR OILY SKIN 888	INFI. MOT.MINERAL AQUA PERFECTION FACE MOISTURIZER FOR OILY SKIN 888	brand_spelling_not_verified
283	INSTANT MIRACLE RECOVERY MUD MUSK  ( TESTER) 806	INSTANT MIRACLE RECOVERY MUD MUSK ( TESTER) 806	INSTANT MIRACLE RECOVERY MUD MUSK ( TESTER) 806	brand_spelling_not_verified
284	INTENSIVE REPAIR SHAMPOO 300ML/ИНТЕНСИВНОЕ ВОССТАНОВЛЕНИЕ ВОЛОС	INTENSIVE REPAIR SHAMPOO 300ML/Интенсивное Восстановление Волос	INTENSIVE REPAIR SHAMPOO 300ML/Intensivnoe Vosstanovlenie Volos	brand_spelling_not_verified
285	KEEN HYGRO 2-PHASE SPRAY 200ML/СПРЕЙ УВЛАЖНЯЮЩИЙ 2-Х ФАЗНЫЙ	KEEN HYGRO 2-PHASE SPRAY 200ML/спрей Увлажняющий 2-Х Фазный	KEEN HYGRO 2-PHASE SPRAY 200ML/sprey Uvlajnyayushchiy 2-X Fazniy	brand_spelling_not_verified
286	KEEN KERATIN SILBER SHAMPOO 250ML/ШАМПУНЬ СЕРЕБРИСТЫЙ	KEEN KERATIN SILBER SHAMPOO 250ML/шампунь Серебристый	KEEN KERATIN SILBER SHAMPOO 250ML/shampun Serebristiy	brand_spelling_not_verified
287	KEEN KREATIN LEAVE IN BALSAM 200ML/КРЕАТИНОВЫЙ БАЛЬЗАМ	KEEN KREATIN LEAVE IN BALSAM 200ML/Креатиновый Бальзам	KEEN KREATIN LEAVE IN BALSAM 200ML/Kreatinoviy Balzam	brand_spelling_not_verified
288	KEEN LIQUID CRISRALS 75ML/ЖИДКИЕ КРИСТАЛЫ (ФЛЮИД)	KEEN LIQUID CRISRALS 75ML/Жидкие Кристалы (Флюид)	KEEN LIQUID CRISRALS 75ML/Jidkie Kristali (Flyuid)	brand_spelling_not_verified
289	KODAN  TINKTUR FORTE FARBLOS 250ML	KODAN TINKTUR FORTE FARBLOS 250ML	KODAN TINKTUR FORTE FARBLOS 250ML	brand_spelling_not_verified
290	LABEL.M LEMONGRASS CONDITIONER КОНДИЦИОНЕР С ЛИМОНОМ ДЛЯ ВОЛОС 200 МЛ	LABEL.M LEMONGRASS CONDITIONER Кондиционер С Лимоном ДЛЯ Волос 200 мл	LABEL.M LEMONGRASS CONDITIONER Konditsioner S Limonom Dlya Volos 200 ml	brand_spelling_not_verified
291	LC КРЕМ ДЛЯ ДЕПИЛЯЦИИ ТЕЛА БИОЗОЛОТО 200МЛ	LC крем ДЛЯ Депиляции Тела Биозолото 200 мл	LC krem Dlya Depilyatsii Tela Biozoloto 200 ml	brand_spelling_not_verified
292	LC КРЕМ ДЛЯ ДЕПИЛЯЦИИ ТЕЛА БЫСТРО-ДЕЙСТВУЮЩИЙ 100МЛ	LC крем ДЛЯ Депиляции Тела Быстро-действующий 100 мл	LC krem Dlya Depilyatsii Tela Bistro-deystvuyushchiy 100 ml	brand_spelling_not_verified
293	LC КРЕМ ДЛЯ ДЕПИЛЯЦИИ ТЕЛА ДЛЯ ЧУВСТВИТЕЛЬНОЙ КОЖИ 100МЛ	LC крем ДЛЯ Депиляции Тела ДЛЯ Чувствительной Кожи 100 мл	LC krem Dlya Depilyatsii Tela Dlya Chuvstvitelnoy Koji 100 ml	brand_spelling_not_verified
294	LC КРЕМ ДЛЯ ДЕПИЛЯЦИИ ТЕЛА ЗОНЫ БИКИНИ И ПОДМЫШЕК 100МЛ	LC крем ДЛЯ Депиляции Тела Зоны Бикини И Подмышек 100 мл	LC krem Dlya Depilyatsii Tela Zoni Bikini I Podmishek 100 ml	brand_spelling_not_verified
295	LC КРЕМ ДЛЯ ДЕПИЛЯЦИИ ТЕЛА УДАЛЕНИЕ ВОЛОС 100МЛ	LC крем ДЛЯ Депиляции Тела Удаление Волос 100 мл	LC krem Dlya Depilyatsii Tela Udalenie Volos 100 ml	brand_spelling_not_verified
296	LCN HAND FOOT CREAM КРЕМ ДЛЯ РУК И НОГ "НОВОГОДНЯЯ СЕРИЯ" 30 МЛ	LCN HAND FOOT CREAM крем ДЛЯ РУК И НОГ "Новогодняя Серия" 30 мл	LCN HAND FOOT CREAM krem Dlya Ruk I Nog "Novogodnyaya Seriya" 30 ml	brand_spelling_not_verified
297	MAGNESIUM COMPLEX 500MG TAB №100	MAGNESIUM COMPLEX 500MG TAB №100	MAGNESIUM COMPLEX 500MG TAB №100	brand_spelling_not_verified
298	MAXERIN COLLER КАПЛИ 10МЛ	MAXERIN COLLER капли 10 мл	MAXERIN COLLER tomchi 10 ml	brand_spelling_not_verified
299	MELA LIGHTENING ULTRA-MOISTURIZING MILK 500ML	MELA LIGHTENING ULTRA-MOISTURIZING MILK 500ML	MELA LIGHTENING ULTRA-MOISTURIZING MILK 500ML	brand_spelling_not_verified
300	MOLPED ПРОКЛАДКИ №7	MOLPED Прокладки №7	MOLPED Prokladki №7	brand_spelling_not_verified
301	MULTIVITAMIN GUMMIES (VEGETARIAN) №300	MULTIVITAMIN GUMMIES (VEGETARIAN) №300	MULTIVITAMIN GUMMIES (VEGETARIAN) №300	brand_spelling_not_verified
302	MYKOSEPT 50ML/ЛОСЬОН ДЛЯ ЗАЩИТЫ ОТ ГРИБКОВЫХ ИНФЕКЦИЙ	MYKOSEPT 50ML/Лосьон ДЛЯ Защиты ОТ Грибковых Инфекций	MYKOSEPT 50ML/Loson Dlya Zashchiti Ot Gribkovix Infektsiy	brand_spelling_not_verified
303	OLA CLASSIC NORMAL ПОВЕРХНОСТЬ №10	OLA CLASSIC NORMAL Поверхность №10	OLA CLASSIC NORMAL Poverxnost №10	brand_spelling_not_verified
